"Varenr";"Vare_ID";"Variant_ID";"Stregkode";"Variant";"Variant_type";"Variant_tekst"
"ML773620Creme";"73332";"73336";"5712156199068";"XL";".";"Marc Lauge - Skjorte MIA PUFF LACE Creme - XL"
"ML773620Creme";"73332";"73337";"5712156199075";"XXL";".";"Marc Lauge - Skjorte MIA PUFF LACE Creme - XXL"
"ML773620Mint";"73338";"73347";"5712156199136";"L";".";"Marc Lauge - Skjorte MIA PUFF LACE Mint - L"
"ML773620Mint";"73338";"73346";"5712156199143";"M";".";"Marc Lauge - Skjorte MIA PUFF LACE Mint - M"
"ML773620Mint";"73338";"73340";"5712156199150";"S";".";"Marc Lauge - Skjorte MIA PUFF LACE Mint - S"
"ML773620Mint";"73338";"73348";"57121561991167";"XL";".";"Marc Lauge - Skjorte MIA PUFF LACE Mint - XL"
"ML773620Mint";"73338";"73349";"5712156199174";"XXL";".";"Marc Lauge - Skjorte MIA PUFF LACE Mint - XXL"
"MLC2444919699";"73350";"73354";"5712156224142";"W34-L72";".";"Marc Lauge - Jeans ALBERTA Light stone wash blue - W34/L72"
"MLC2444919699";"73350";"73355";"5712156224159";"W36-L72";".";"Marc Lauge - Jeans ALBERTA Light stone wash blue - W36/L72"
"MLC2444919699";"73350";"73356";"5712156224166";"W38-L72";".";"Marc Lauge - Jeans ALBERTA Light stone wash blue - W38/L72"
"MLC2444919699";"73350";"73357";"5712156224173";"W40-L72";".";"Marc Lauge - Jeans ALBERTA Light stone wash blue - W40/L72"
"MLC2444919699";"73350";"73358";"5712156224180";"W42-L72";".";"Marc Lauge - Jeans ALBERTA Light stone wash blue - W42/L72"
"MLC2444919699";"73350";"73359";"5712156224197";"W44-L72";".";"Marc Lauge - Jeans ALBERTA Light stone wash blue - W44/L72"
"MLC2444919699";"73350";"73360";"5712156224203";"W46-L72";".";"Marc Lauge - Jeans ALBERTA Light stone wash blue - W46/L72"
"CCH1204200";"73351";"74828";"5712116546147";"34";".";"Coster Copenhagen –  Skjorte CC Heart Lang skjorte White - 34"
"CCH1204200";"73351";"74829";"5712116546154";"36";".";"Coster Copenhagen –  Skjorte CC Heart Lang skjorte White - 36"
"CCH1204200";"73351";"74830";"5712116546161";"38";".";"Coster Copenhagen –  Skjorte CC Heart Lang skjorte White - 38"
"CCH1204200";"73351";"74831";"5712116546178";"40";".";"Coster Copenhagen –  Skjorte CC Heart Lang skjorte White - 40"
"CCH1204200";"73351";"74832";"5712116546185";"42";".";"Coster Copenhagen –  Skjorte CC Heart Lang skjorte White - 42"
"CCH1204200";"73351";"74833";"5712116546192";"44";".";"Coster Copenhagen –  Skjorte CC Heart Lang skjorte White - 44"
"13781000";"73352";"74305";"5714862135132";"L";".";"Love & Divine - Blazer LOVE590 Black - L"
"13781000";"73352";"74304";"5714862135125";"M";".";"Love & Divine - Blazer LOVE590 Black - M"
"13781000";"73352";"74303";"5714862135118";"S";".";"Love & Divine - Blazer LOVE590 Black - S"
"13781000";"73352";"74306";"5714862135149";"XL";".";"Love & Divine - Blazer LOVE590 Black - XL"
"13781000";"73352";"76800";"5714862135101";"XS";".";"Love & Divine - Blazer LOVE590 Black - XS"
"3064-2068302";"73399";"73402";"5713563724287";"L";".";"Luxzuz One Two - Shorts  BOW Ice Pink - L"
"3064-2068302";"73399";"73401";"5713563724270";"M";".";"Luxzuz One Two - Shorts  BOW Ice Pink - M"
"3064-2068302";"73399";"73400";"5713563724263";"S";".";"Luxzuz One Two - Shorts  BOW Ice Pink - S"
"3064-2068302";"73399";"73403";"5713563724294";"XL";".";"Luxzuz One Two - Shorts  BOW Ice Pink - XL"
"118886Black";"73404";"73408";"5713837350211";"L";".";"Freequent - Shorts ISABELLA Black - L"
"118886Black";"73404";"73407";"5713837350228";"M";".";"Freequent - Shorts ISABELLA Black - M"
"118886Black";"73404";"73406";"5713837350235";"S";".";"Freequent - Shorts ISABELLA Black - S"
"118886Black";"73404";"73409";"5713837350242";"XL";".";"Freequent - Shorts ISABELLA Black - XL"
"118886Black";"73404";"73410";"5713837350266";"XXL";".";"Freequent - Shorts ISABELLA Black - XXL"
"125213Chambrayblue";"73421";"73426";"5715167126269";"L";".";"Freequent - Kjole MERALDA Chambray Blue - L"
"125213Chambrayblue";"73421";"73425";"5715167126276";"M";".";"Freequent - Kjole MERALDA Chambray Blue - M"
"125213Chambrayblue";"73421";"73424";"5715167126283";"S";".";"Freequent - Kjole MERALDA Chambray Blue - S"
"125213Chambrayblue";"73421";"73427";"5715167126290";"XL";".";"Freequent - Kjole MERALDA Chambray Blue - XL"
"125213Chambrayblue";"73421";"73428";"5715167126313";"XXL";".";"Freequent - Kjole MERALDA Chambray Blue - XXL"
"125213Toastedcoconut";"73429";"73432";"5715167126382";"L";".";"Freequent - Kjole MERALDA Toasted coconut - L"
"125213Toastedcoconut";"73429";"73431";"5715167126399";"M";".";"Freequent - Kjole MERALDA Toasted coconut - M"
"125213Toastedcoconut";"73429";"73430";"5715167126405";"S";".";"Freequent - Kjole MERALDA Toasted coconut - S"
"125213Toastedcoconut";"73429";"73433";"5715167126412";"XL";".";"Freequent - Kjole MERALDA Toasted coconut - XL"
"125213Toastedcoconut";"73429";"73434";"5715167126436";"XXL";".";"Freequent - Kjole MERALDA Toasted coconut - XXL"
"125214Chambrayblue-1";"73440";"73443";"5715167126849";"L";".";"Freequent - Bluse MERALDA Toasted Coconut - L"
"125214Chambrayblue-1";"73440";"73442";"5715167126856";"M";".";"Freequent - Bluse MERALDA Toasted Coconut - M"
"125214Chambrayblue-1";"73440";"73441";"5715167126863";"S";".";"Freequent - Bluse MERALDA Toasted Coconut - S"
"125214Chambrayblue-1";"73440";"73444";"5715167126870";"XL";".";"Freequent - Bluse MERALDA Toasted Coconut - XL"
"125214Chambrayblue-1";"73440";"73445";"5715167126894";"XXL";".";"Freequent - Bluse MERALDA Toasted Coconut - XXL"
"13507000";"73447";"74271";"5714862109980";"L";".";"Love & Divine - Leggings LOVE554 Black - L"
"13507000";"73447";"74270";"5714862109973";"M";".";"Love & Divine - Leggings LOVE554 Black - M"
"13507000";"73447";"74269";"5714862109966";"S";".";"Love & Divine - Leggings LOVE554 Black - S"
"13507000";"73447";"74272";"5714862109997";"XL";".";"Love & Divine - Leggings LOVE554 Black - XL"
"13507000";"73447";"74268";"5714862109959";"XS";".";"Love & Divine - Leggings LOVE554 Black - XS"
"204-0459001";"73458";"73459";"5713541127314";"38-40";".";"Zoey - T-shirt SKYLA White - 38/40"
"204-0459001";"73458";"73460";"5713541127321";"42-44";".";"Zoey - T-shirt SKYLA White - 42/44"
"204-0459001";"73458";"73461";"5713541127338";"46-48";".";"Zoey - T-shirt SKYLA White - 46/48"
"204-0459001";"73458";"73462";"5713541127345";"50-52";".";"Zoey - T-shirt SKYLA White - 50/52"
"0121-03Brown";"73466";"73468";"5704156080590";"SIZE-01";".";"A MOI - Shorts AGNES DOT Brown - Size 01"
"0121-03Brown";"73466";"73469";"5704156080606";"SIZE-02";".";"A MOI - Shorts AGNES DOT Brown - Size 02"
"CCH1114-128";"73473";"75607";"5712116610145";"L";".";"Coster Copenhagen - T-shirt CC Heart round neck top Dark Grey - L"
"CCH1114-128";"73473";"75606";"5712116610138";"M";".";"Coster Copenhagen - T-shirt CC Heart round neck top Dark Grey - M"
"CCH1114-128";"73473";"75605";"5712116610121";"S";".";"Coster Copenhagen - T-shirt CC Heart round neck top Dark Grey - S"
"CCH1114-128";"73473";"75608";"5712116610152";"XL";".";"Coster Copenhagen - T-shirt CC Heart round neck top Dark Grey - XL"
"CCH1114-128";"73473";"75604";"5712116610114";"XS";".";"Coster Copenhagen - T-shirt CC Heart round neck top Dark Grey - XS"
"CCH1114-128";"73473";"75609";"5712116610169";"XXL";".";"Coster Copenhagen - T-shirt CC Heart round neck top Dark Grey - XXL"
"111200Grey";"73492";"74597";"5713837992558";"L";".";"Freequent - Højtaljet stretch bukser Shantal power Grey - L"
"111200Grey";"73492";"74596";"5713837992565";"M";".";"Freequent - Højtaljet stretch bukser Shantal power Grey - M"
"111200Grey";"73492";"74595";"5713837992572";"S";".";"Freequent - Højtaljet stretch bukser Shantal power Grey - S"
"111200Grey";"73492";"74598";"5713837992589";"XL";".";"Freequent - Højtaljet stretch bukser Shantal power Grey - XL"
"111200Grey";"73492";"74594";"EAN74594";"XS";".";"Freequent - Højtaljet stretch bukser Shantal power Grey - XS"
"111200Grey";"73492";"74599";"5713837992602";"XXL";".";"Freequent - Højtaljet stretch bukser Shantal power Grey - XXL"
"111200ChicoryCoffee";"73503";"74962";"5714637081152";"L";".";"Freequent - Højtaljet stretch bukser Shantal power Coffee - L"
"111200ChicoryCoffee";"73503";"74961";"5714637081169";"M";".";"Freequent - Højtaljet stretch bukser Shantal power Coffee - M"
"111200ChicoryCoffee";"73503";"74960";"5714637081176";"S";".";"Freequent - Højtaljet stretch bukser Shantal power Coffee - S"
"111200ChicoryCoffee";"73503";"74963";"5714637081183";"XL";".";"Freequent - Højtaljet stretch bukser Shantal power Coffee - XL"
"111200ChicoryCoffee";"73503";"74959";"5714637081190";"XS";".";"Freequent - Højtaljet stretch bukser Shantal power Coffee - XS"
"111200ChicoryCoffee";"73503";"74964";"EAN74964";"XXL";".";"Freequent - Højtaljet stretch bukser Shantal power Coffee - XXL"
"40591.02";"73511";"74130";"5740007506703";"GULDBELAGT";".";"Pure by Nat - Armbånd med hjerte vedhæng - Guldbelagt"
"118453bright white";"73521";"73530";"5713837318976";"L";".";"Freequent - Højtaljet capri bukser Shantal power White - L"
"118453bright white";"73521";"73529";"5713837318983";"M";".";"Freequent - Højtaljet capri bukser Shantal power White - M"
"118453bright white";"73521";"73528";"5713837318990";"S";".";"Freequent - Højtaljet capri bukser Shantal power White - S"
"118453bright white";"73521";"73531";"5713837319003";"XL";".";"Freequent - Højtaljet capri bukser Shantal power White - XL"
"118453bright white";"73521";"73533";"5713837319010";"XS";".";"Freequent - Højtaljet capri bukser Shantal power White - XS"
"118453bright white";"73521";"73532";"EAN73532";"XXL";".";"Freequent - Højtaljet capri bukser Shantal power White - XXL"
"118453Toastedcoconut";"73534";"73540";"5715167133717";"L";".";"Freequent - Højtaljet capri bukser Shantal power Coconut - L"
"118453Toastedcoconut";"73534";"73539";"5715167133724";"M";".";"Freequent - Højtaljet capri bukser Shantal power Coconut - M"
"118453Toastedcoconut";"73534";"73538";"5715167133731";"S";".";"Freequent - Højtaljet capri bukser Shantal power Coconut - S"
"118453Toastedcoconut";"73534";"73541";"5715167133748";"XL";".";"Freequent - Højtaljet capri bukser Shantal power Coconut - XL"
"118453Toastedcoconut";"73534";"73537";"EAN73537";"XS";".";"Freequent - Højtaljet capri bukser Shantal power Coconut - XS"
"118453Toastedcoconut";"73534";"73542";"5715167133762";"XXL";".";"Freequent - Højtaljet capri bukser Shantal power Coconut - XXL"
"33907Army";"73535";"74385";"339073";"L";".";"Define - Bukser GENNY Army - L"
"33907Army";"73535";"74384";"339072";"M";".";"Define - Bukser GENNY Army - M"
"33907Army";"73535";"74383";"339071";"S";".";"Define - Bukser GENNY Army - S"
"33907Army";"73535";"74386";"339074";"XL";".";"Define - Bukser GENNY Army - XL"
"3068-2075777";"73548";"73551";"5713563724539";"L";".";"Luxzuz One Two - Shorts LEO BIKER - L"
"3068-2075777";"73548";"73550";"5713563724522";"M";".";"Luxzuz One Two - Shorts LEO BIKER - M"
"3068-2075777";"73548";"73549";"5713563724515";"S";".";"Luxzuz One Two - Shorts LEO BIKER - S"
"3068-2075777";"73548";"73552";"5713563724546";"XL";".";"Luxzuz One Two - Shorts LEO BIKER - XL"
"13507216";"73554";"74276";"5714862176876";"L";".";"Love & Divine - Leggings LOVE554 D.Earth - L"
"13507216";"73554";"74275";"5714862176869";"M";".";"Love & Divine - Leggings LOVE554 D.Earth - M"
"13507216";"73554";"74274";"5714862176852";"S";".";"Love & Divine - Leggings LOVE554 D.Earth - S"
"13507216";"73554";"74277";"5714862176883";"XL";".";"Love & Divine - Leggings LOVE554 D.Earth - XL"
"13507216";"73554";"74273";"5714862176845";"XS";".";"Love & Divine - Leggings LOVE554 D.Earth - XS"
"124643Salute";"73569";"73573";"5715167114945";"L";".";"Freequent - Capri bukser LIZY Salute - L"
"124643Salute";"73569";"73572";"5715167114952";"M";".";"Freequent - Capri bukser LIZY Salute - M"
"124643Salute";"73569";"73571";"5715167114969";"S";".";"Freequent - Capri bukser LIZY Salute - S"
"124643Salute";"73569";"73574";"5715167114976";"XL";".";"Freequent - Capri bukser LIZY Salute - XL"
"124643Salute";"73569";"73575";"5715167114990";"XXL";".";"Freequent - Capri bukser LIZY Salute - XXL"
"125562Dustyolive";"73581";"73584";"5715167189318";"L";".";"Freequent - Sweatshirt RELAX Dusty Olive - L"
"125562Dustyolive";"73581";"73583";"5715167189325";"M";".";"Freequent - Sweatshirt RELAX Dusty Olive - M"
"125562Dustyolive";"73581";"73582";"5715167189332";"S";".";"Freequent - Sweatshirt RELAX Dusty Olive - S"
"125562Dustyolive";"73581";"73585";"5715167189349";"XL";".";"Freequent - Sweatshirt RELAX Dusty Olive - XL"
"125562Dustyolive";"73581";"73586";"5715167189363";"XXL";".";"Freequent - Sweatshirt RELAX Dusty Olive - XXL"
"122794Black";"73605";"73610";"5714637598506";"L";".";"Freequent - T-shirt BETINA SOLID Black - L"
"122794Black";"73605";"73609";"5714637598513";"M";".";"Freequent - T-shirt BETINA SOLID Black - M"
"122794Black";"73605";"73608";"5714637598520";"S";".";"Freequent - T-shirt BETINA SOLID Black - S"
"122794Black";"73605";"73611";"5714637598537";"XL";".";"Freequent - T-shirt BETINA SOLID Black - XL"
"122794Black";"73605";"73612";"5714637598551";"XXL";".";"Freequent - T-shirt BETINA SOLID Black - XXL"
"126202Silverminkmix";"73606";"74790";"5715167383709";"L";".";"Freequent - Vest MERLA Silver mink mix - L"
"126202Silverminkmix";"73606";"74789";"5715167383716";"M";".";"Freequent - Vest MERLA Silver mink mix - M"
"126202Silverminkmix";"73606";"74782";"5715167383723";"S";".";"Freequent - Vest MERLA Silver mink mix - S"
"126202Silverminkmix";"73606";"74791";"5715167383730";"XL";".";"Freequent - Vest MERLA Silver mink mix - XL"
"126202Silverminkmix";"73606";"74792";"5715167383754";"XXL";".";"Freequent - Vest MERLA Silver mink mix - XXL"
"K-242523-01";"73607";"75098";"K-0111";"one-size";".";"New Brand Paris - Tørklæde Black - One size"
"1060-1-20";"73624";"74053";"1060-1-201";"W36-L80";".";"ASP Jeans - Jeans SASH Dark Blue - W36/L80"
"1060-1-20";"73624";"74054";"EAN74054";"W36-L86";".";"ASP Jeans - Jeans SASH Dark Blue - W36/L86"
"1060-1-20";"73624";"74055";"1060-1-202";"W38-L80";".";"ASP Jeans - Jeans SASH Dark Blue - W38/L80"
"1060-1-20";"73624";"74056";"1060-1-207";"W38-L86";".";"ASP Jeans - Jeans SASH Dark Blue - W38/L86"
"1060-1-20";"73624";"74057";"1060-1-203";"W40-L80";".";"ASP Jeans - Jeans SASH Dark Blue - W40/L80"
"1060-1-20";"73624";"74061";"1060-1-208";"W40-L86";".";"ASP Jeans - Jeans SASH Dark Blue - W40/L86"
"1060-1-20";"73624";"74062";"1060-1-204";"W42-L80";".";"ASP Jeans - Jeans SASH Dark Blue - W42/L80"
"1060-1-20";"73624";"74051";"1060-1-209";"W42-L86";".";"ASP Jeans - Jeans SASH Dark Blue - W42/L86"
"1060-1-20";"73624";"74063";"1060-1-205";"W44-L80";".";"ASP Jeans - Jeans SASH Dark Blue - W44/L80"
"1060-1-20";"73624";"74052";"1060-1-2010";"W44-L86";".";"ASP Jeans - Jeans SASH Dark Blue - W44/L86"
"1060-1-20";"73624";"74064";"1060-1-206";"W46-L80";".";"ASP Jeans - Jeans SASH Dark Blue - W46/L80"
"3068-617999";"73630";"73633";"5713563724584";"L";".";"Luxzuz One Two - Indershorts SOLIDO Black - L"
"3068-617999";"73630";"73632";"5713563724577";"M";".";"Luxzuz One Two - Indershorts SOLIDO Black - M"
"3068-617999";"73630";"73631";"5713563724560";"S";".";"Luxzuz One Two - Indershorts SOLIDO Black - S"
"3068-617999";"73630";"73640";"5713563724591";"XL";".";"Luxzuz One Two - Indershorts SOLIDO Black - XL"
"7265-617999";"73645";"73648";"5713563726687";"L";".";"Luxzuz One Two - Top AKELEJE Black - L"
"7265-617999";"73645";"73647";"5713563726670";"M";".";"Luxzuz One Two - Top AKELEJE Black - M"
"7265-617999";"73645";"73646";"5713563726663";"S";".";"Luxzuz One Two - Top AKELEJE Black - S"
"7265-617999";"73645";"73649";"5713563726694";"XL";".";"Luxzuz One Two - Top AKELEJE Black - XL"
"7265-617737";"73650";"73653";"5713563727554";"L";".";"Luxzuz One Two - Top AKELEJE Cream - L"
"7265-617737";"73650";"73652";"5713563727547";"M";".";"Luxzuz One Two - Top AKELEJE Cream - M"
"7265-617737";"73650";"73651";"5713563727530";"S";".";"Luxzuz One Two - Top AKELEJE Cream - S"
"7265-617737";"73650";"73654";"5713563727561";"XL";".";"Luxzuz One Two - Top AKELEJE Cream - XL"
"3064-1050999";"73655";"73659";"5713563724232";"L";".";"Luxzuz One Two - Shorts BOW Black - L"
"3064-1050999";"73655";"73658";"5713563724225";"M";".";"Luxzuz One Two - Shorts BOW Black - M"
"3064-1050999";"73655";"73657";"5713563724218";"S";".";"Luxzuz One Two - Shorts BOW Black - S"
"3064-1050999";"73655";"73660";"5713563724249";"XL";".";"Luxzuz One Two - Shorts BOW Black - XL"
"CCH1100502";"73667";"73677";"5712116319741";"L";".";"Coster Copenhagen - Basic t-shirt CC HEART Night Sky Blue - L"
"CCH1100502";"73667";"73676";"5712116319734";"M";".";"Coster Copenhagen - Basic t-shirt CC HEART Night Sky Blue - M"
"CCH1100502";"73667";"73675";"5712116319727";"S";".";"Coster Copenhagen - Basic t-shirt CC HEART Night Sky Blue - S"
"CCH1100502";"73667";"73678";"5712116319758";"XL";".";"Coster Copenhagen - Basic t-shirt CC HEART Night Sky Blue - XL"
"CCH1100502";"73667";"73668";"5712116319710";"XS";".";"Coster Copenhagen - Basic t-shirt CC HEART Night Sky Blue - XS"
"CCH1100502";"73667";"73679";"5712116319765";"XXL";".";"Coster Copenhagen - Basic t-shirt CC HEART Night Sky Blue - XXL"
"CCH1101572";"73680";"73684";"5712116385197";"L";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Airy Blue - L"
"CCH1101572";"73680";"73683";"5712116385180";"M";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Airy Blue - M"
"CCH1101572";"73680";"73682";"5712116385173";"S";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Airy Blue - S"
"CCH1101572";"73680";"73685";"5712116385203";"XL";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Airy Blue - XL"
"CCH1101572";"73680";"73681";"5712116385166";"XS";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Airy Blue - XS"
"CCH1101572";"73680";"73686";"5712116385210";"XXL";".";"Coster Copenhagen - Basic v-neck t-shirt CC HEART Airy Blue - XXL"
"33869020";"73710";"73714";"338693";"L";".";"DEFINE - Bukser LINA White - L"
"33869020";"73710";"73713";"338692";"M";".";"DEFINE - Bukser LINA White - M"
"33869020";"73710";"73712";"338691";"S";".";"DEFINE - Bukser LINA White - S"
"33869020";"73710";"73715";"338694";"XL";".";"DEFINE - Bukser LINA White - XL"
"CCH1100543";"73711";"74351";"5712116583036";"L";".";"Coster Copenhagen - Basic t-shirt CC HEART Jade blue - L"
"CCH1100543";"73711";"74350";"5712116583029";"M";".";"Coster Copenhagen - Basic t-shirt CC HEART Jade blue - M"
"CCH1100543";"73711";"74349";"5712116583012";"S";".";"Coster Copenhagen - Basic t-shirt CC HEART Jade blue - S"
"CCH1100543";"73711";"74352";"5712116583043";"XL";".";"Coster Copenhagen - Basic t-shirt CC HEART Jade blue - XL"
"CCH1100543";"73711";"74348";"5712116583005";"XS";".";"Coster Copenhagen - Basic t-shirt CC HEART Jade blue - XS"
"CCH1100543";"73711";"74353";"5712116583050";"XXL";".";"Coster Copenhagen - Basic t-shirt CC HEART Jade blue - XXL"
"127143Black";"73720";"75367";"5715167885517";"L";".";"Freequent - Mesh bluse BABARA-LS-SOLID Black - L"
"127143Black";"73720";"75366";"5715167885524";"M";".";"Freequent - Mesh bluse BABARA-LS-SOLID Black - M"
"127143Black";"73720";"75365";"5715167885531";"S";".";"Freequent - Mesh bluse BABARA-LS-SOLID Black - S"
"127143Black";"73720";"75368";"5715167885548";"XL";".";"Freequent - Mesh bluse BABARA-LS-SOLID Black - XL"
"127143Black";"73720";"75369";"5715167885562";"XXL";".";"Freequent - Mesh bluse BABARA-LS-SOLID Black - XXL"
"1376";"73723";"75194";"8051272723915";"one-size";".";"H & Nathalie - Nylonstrømper Black - One size"
"181005399";"73724";"74402";"5704187100014";"one-size";".";"Sneaky Fox - Microfiber strømpebukser Sort - One size"
"CCH1100696";"73726";"74698";"5712116368442";"L";".";"Coster Copenhagen - Basic t-shirt CC HEART Apple butter - L"
"CCH1100696";"73726";"74697";"5712116368435";"M";".";"Coster Copenhagen - Basic t-shirt CC HEART Apple butter - M"
"CCH1100696";"73726";"74696";"5712116368428";"S";".";"Coster Copenhagen - Basic t-shirt CC HEART Apple butter - S"
"CCH1100696";"73726";"74699";"5712116368459";"XL";".";"Coster Copenhagen - Basic t-shirt CC HEART Apple butter - XL"
